Disease_ID,Disease_Name
1004,Microcephaly
1005,Aicardi Syndrome
1006,Blister
1007,Choroid Plexus Neoplasms
1008,Retinal Neovascularization
1009,Athletic Injuries
1010,Hemostatic Disorders
1011,Hypoventilation
1012,Uterine Inversion
1013,Nervous System Neoplasms
1014,Monteggia's Fracture
1015,Ventilator-Induced Lung Injury
1016,Heart Aneurysm
1017,Coronary-Subclavian Steal Syndrome
1018,Dandy-Walker Syndrome
1019,End Stage Liver Disease
1020,Hereditary Sensory and Autonomic Neuropathies
1021,Ludwig's Angina
1022,Gestational Trophoblastic Neoplasms
1023,"Lung Diseases, Interstitial"
1024,Mansonelliasis
1025,Newcastle Disease
1026,Nijmegen Breakage Syndrome
1027,Adie Syndrome
1028,Neck Injuries
1029,Arterivirus Infections
1030,Hand-Arm Vibration Syndrome
1031,Hydatidiform Mole
1032,"Syphilis, Latent"
1033,Brugada Syndrome
1034,Bell Palsy
1035,"Hearing Loss, Sudden"
1036,"Leukemia, Prolymphocytic, T-Cell"
1037,Malacoplakia
1038,"Eczema, Dyshidrotic"
1039,"Heavy Metal Poisoning, Nervous System"
1040,Intracranial Hypotension
1041,"Leukoencephalitis, Acute Hemorrhagic"
1042,Oral Manifestations
1043,Munchausen Syndrome
1044,"Vaginosis, Bacterial"
1045,Tietze's Syndrome
1046,Heart Injuries
1047,Thoracic Outlet Syndrome
1048,Spinal Cord Ischemia
1049,Epiretinal Membrane
1050,"Lupus Vasculitis, Central Nervous System"
1051,Pituitary Neoplasms
1052,Glossalgia
1053,Lateral Sinus Thrombosis
1054,Biliary Tract Diseases
1055,Nephrogenic Fibrosing Dermopathy
1056,Tooth Attrition
1057,Hepadnaviridae Infections
1058,"Carcinoma, Basosquamous"
1059,"Osteolysis, Essential"
1060,"Uveitis, Anterior"
1061,Pneumovirus Infections
1062,Synkinesis
1063,Tooth Ankylosis
1064,Adenoviridae Infections
1065,Seizures
1066,"Tuberculosis, Bovine"
1067,Amnesia
1068,Susac Syndrome
1069,Immersion Foot
1070,"Leukemia, B-Cell"
1071,Maxillofacial Injuries
1072,Dirofilariasis
1073,Paranasal Sinus Neoplasms
1074,Hypersensitivity
1075,"Tuberculosis, Splenic"
1076,Wissler's Syndrome
1077,"Dermatitis, Photoallergic"
1078,Hyperlipoproteinemias
1079,"Kidney Failure, Chronic"
1080,Dicrocoeliasis
1081,Sinusitis
1082,Slit Ventricle Syndrome
1083,"Glycosuria, Renal"
1084,"Brain Stem Hemorrhage, Traumatic"
1085,Hyperandrogenism
1086,Cumulative Trauma Disorders
1087,"Leukodystrophy, Metachromatic"
1088,Multiple Pulmonary Nodules
1089,"Tooth, Nonvital"
1090,"Fasciitis, Necrotizing"
1091,Trigeminal Neuralgia
1092,Hyperlipidemias
1093,"Obesity, Abdominal"
1094,Pelvic Organ Prolapse
1095,Polymyalgia Rheumatica
1096,"Skin Diseases, Infectious"
1097,Tennis Elbow
1098,Facial Pain
1099,Prosthesis Failure
1100,"Skin Diseases, Bacterial"
1101,Parasitemia
1102,Acute Disease
1103,Somatoform Disorders
1104,Paratyphoid Fever
1105,Carbuncle
1106,Parametritis
1107,Creutzfeldt-Jakob Syndrome
1108,Frasier Syndrome
1109,Oculocerebrorenal Syndrome
1110,Bone Diseases
1111,Ependymoma
1112,Lymphatic Metastasis
1113,Biliary Dyskinesia
1114,"Gangliosidoses, GM2"
1115,Pulmonary Emphysema
1116,"Niemann-Pick Disease, Type B"
1117,"Syphilis, Cutaneous"
1118,Articulation Disorders
1119,Melena
1120,Female Athlete Triad Syndrome
1121,Reactive Attachment Disorder
1122,Keratoconjunctivitis
1123,"Vitreoretinopathy, Proliferative"
1124,Liver Diseases
1125,Pulmonary Heart Disease
1126,"Lead Poisoning, Nervous System"
1127,MPTP Poisoning
1128,Gilbert Disease
1129,Pick Disease of the Brain
1130,Wound Infection
1131,Catatonia
1132,"Red-Cell Aplasia, Pure"
1133,Thyroid Diseases
1134,Legionellosis
1135,Gingival Hyperplasia
1136,Ichthyosis Vulgaris
1137,"Leukemia, Large Granular Lymphocytic"
1138,"Paralysis, Obstetric"
1139,Pre-Excitation Syndromes
1140,Neisseriaceae Infections
1141,Posterior Leukoencephalopathy Syndrome
1142,Choledocholithiasis
1143,Ovarian Cysts
1144,Stomach Volvulus
1145,"Telangiectasia, Hereditary Hemorrhagic"
1146,Tracheal Diseases
1147,Transsexualism
1148,Blast Crisis
1149,Stomach Diseases
1150,"Sarcoma, Endometrial Stromal"
1151,"Purpura, Hyperglobulinemic"
1152,"Uveitis, Suppurative"
1153,Cutaneous Fistula
1154,Cherubism
1155,"Cell Transformation, Viral"
1156,"Porphyria, Hepatoerythropoietic"
1157,"Neuroma, Acoustic"
1158,Ciguatera Poisoning
1159,Orbital Fractures
1160,Pure Autonomic Failure
1161,Respiratory System Abnormalities
1162,Tic Disorders
1163,Pulmonary Blastoma
1164,Trichiasis
1165,"Mammary Neoplasms, Experimental"
1166,Precursor Cell Lymphoblastic Leukemia-Lymphoma
1167,Pharyngitis
1168,"Aneurysm, Ruptured"
1169,"Lupus Erythematosus, Cutaneous"
1170,Osteomyelitis
1171,Takotsubo Cardiomyopathy
1172,Vertebral Artery Dissection
1173,"Adenocarcinoma, Bronchiolo-Alveolar"
1174,"Uveitis, Intermediate"
1175,Malignant Carcinoid Syndrome
1176,Brain Ischemia
1177,Giant Cell Tumors
1178,Insulinoma
1179,Phyllodes Tumor
1180,Autolysis
1181,Osteochondritis
1182,Yersinia Infections
1183,Bronchiolitis
1184,Hyperaldosteronism
1185,Amyloidosis
1186,Histiocytic Necrotizing Lymphadenitis
1187,Osteoporotic Fractures
1188,Iridocorneal Endothelial Syndrome
1189,Vascular Diseases
1190,Pruritus Vulvae
1191,"Toxoplasmosis, Cerebral"
1192,"Neoplasms, Hormone-Dependent"
1193,Bone Marrow Neoplasms
1194,Alveolar Bone Loss
1195,Cardiomegaly
1196,"Granuloma, Foreign-Body"
1197,Filariasis
1198,Jacobsen Distal 11q Deletion Syndrome
1199,Mycobacterium Infections
1200,Chediak-Higashi Syndrome
1201,"Nervous System Autoimmune Disease, Experimental"
1202,"Neuroectodermal Tumors, Primitive, Peripheral"
1203,Sweet Syndrome
1204,Paragonimiasis
1205,Tinea Favosa
1206,Epidermolysis Bullosa Simplex
1207,Alcoholic Intoxication
1208,Pelizaeus-Merzbacher Disease
1209,Infarction
1210,Marchiafava-Bignami Disease
1211,Posterior Tibial Tendon Dysfunction
1212,Communication Disorders
1213,Empyema
1214,"Carcinoma, Squamous Cell"
1215,Granuloma
1216,Leg Ulcer
1217,Hyperlipoproteinemia Type III
1218,"Lichen Planus, Oral"
1219,Familial Mediterranean Fever
1220,Oral Fistula
1221,Periapical Periodontitis
1222,"Abnormalities, Drug-Induced"
1223,Central Nervous System Parasitic Infections
1224,Rinderpest
1225,Pyelitis
1226,"Liver Abscess, Pyogenic"
1227,Otitis Media with Effusion
1228,Mesonephroma
1229,Persistent Vegetative State
1230,Foot-and-Mouth Disease
1231,Digestive System Abnormalities
1232,"Hematoma, Subdural, Intracranial"
1233,Corneal Wavefront Aberration
1234,Esophageal Fistula
1235,"Sprue, Tropical"
1236,Vascular Fistula
1237,Nose Diseases
1238,Wandering Spleen
1239,REM Sleep Behavior Disorder
1240,Eosinophilia
1241,Distemper
1242,Fetomaternal Transfusion
1243,"Chondrosarcoma, Mesenchymal"
1244,Peroxisomal Disorders
1245,Freemartinism
1246,Unconsciousness
1247,Labyrinth Diseases
1248,Periodontitis
1249,Cerebellar Diseases
1250,Endoleak
1251,"AIDS Arteritis, Central Nervous System"
1252,"Genetic Diseases, Y-Linked"
1253,"Renal Insufficiency, Chronic"
1254,"Truncus Arteriosus, Persistent"
1255,"Granuloma, Respiratory Tract"
1256,Persian Gulf Syndrome
1257,Deafness
1258,Retinal Diseases
1259,Hyperostosis Frontalis Interna
1260,Submandibular Gland Neoplasms
1261,"Abnormalities, Severe Teratoid"
1262,Scrapie
1263,"Genital Neoplasms, Female"
1264,Dissociative Disorders
1265,Henipavirus Infections
1266,"Paraganglioma, Extra-Adrenal"
1267,Tracheobronchomegaly
1268,Varicocele
1269,Coronary Vasospasm
1270,Factor VII Deficiency
1271,Hemorrhagic Fever with Renal Syndrome
1272,Scurvy
1273,"Pancreatitis, Chronic"
1274,Ascaridida Infections
1275,Epstein-Barr Virus Infections
1276,Vulvovaginitis
1277,Heart Neoplasms
1278,Pneumocephalus
1279,Arteritis
1280,Tonsillitis
1281,Tooth Fractures
1282,Staphylococcal Infections
1283,Jaw Fractures
1284,Vocal Cord Paralysis
1285,"Lipodystrophy, Familial Partial"
1286,Spinal Osteochondrosis
1287,Central Nervous System Vascular Malformations
1288,Intestinal Pseudo-Obstruction
1289,"Pregnancy, Tubal"
1290,"Ichthyosiform Erythroderma, Congenital"
1291,Intracranial Arterial Diseases
1292,Acne Keloid
1293,Bardet-Biedl Syndrome
1294,"Sexual Dysfunctions, Psychological"
1295,Vein of Galen Malformations
1296,"Hip Dislocation, Congenital"
1297,Strabismus
1298,Crohn Disease
1299,"Tuberculosis, Spinal"
1300,Placenta Diseases
1301,Hypoglossal Nerve Diseases
1302,Ventricular Fibrillation
1303,Louping Ill
1304,"Carcinoma, Intraductal, Noninfiltrating"
1305,Lymphomatoid Papulosis
1306,"Sexually Transmitted Diseases, Viral"
1307,Mandibular Neoplasms
1308,Retinal Telangiectasis
1309,Cystadenocarcinoma
1310,Fanconi Anemia
1311,Hypokalemic Periodic Paralysis
1312,Arthrogryposis
1313,"Leukemia, Myelomonocytic, Acute"
1314,Protein S Deficiency
1315,Accessory Nerve Diseases
1316,"Parkinson Disease, Secondary"
1317,"Auditory Diseases, Central"
1318,Nephrosis
1319,Breast Neoplasms
1320,Idiopathic Pulmonary Fibrosis
1321,Pneumoperitoneum
1322,Urologic Neoplasms
1323,Hyperkinesis
1324,Bronchopulmonary Sequestration
1325,Autoimmune Lymphoproliferative Syndrome
1326,"Pneumonia, Mycoplasma"
1327,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating"
1328,Blepharophimosis
1329,"Carcinoma, Basal Cell"
1330,"Pericarditis, Constrictive"
1331,"Carcinoma, Medullary"
1332,Coxsackievirus Infections
1333,Chromosome Breakage
1334,"Anemia, Macrocytic"
1335,"Fatigue Syndrome, Chronic"
1336,Anovulation
1337,"Sarcoma, Clear Cell"
1338,Vitreous Detachment
1339,Dentinogenesis Imperfecta
1340,Mucopolysaccharidosis II
1341,Chordoma
1342,Pericarditis
1343,Peroneal Neuropathies
1344,"Eye Infections, Viral"
1345,"Diverticulum, Esophageal"
1346,Hartnup Disease
1347,Fistula
1348,"Jaw, Edentulous"
1349,"Conjunctivitis, Inclusion"
1350,"Edema, Cardiac"
1351,"Adenocarcinoma, Clear Cell"
1352,"Psychoses, Alcoholic"
1353,Oral Ulcer
1354,Radiodermatitis
1355,"Anemia, Dyserythropoietic, Congenital"
1356,Mitral Valve Prolapse
1357,Central Nervous System Protozoal Infections
1358,"Carcinoma, Embryonal"
1359,Feline Panleukopenia
1360,"Wounds, Penetrating"
1361,"Enterocolitis, Necrotizing"
1362,Supratentorial Neoplasms
1363,Amenorrhea
1364,Water Intoxication
1365,Dysgeusia
1366,Seminoma
1367,Kuru
1368,"Pasteurellosis, Pneumonic"
1369,Cecal Diseases
1370,Vasculitis
1371,Adrenal Cortex Neoplasms
1372,Multiple Endocrine Neoplasia Type 1
1373,Postthrombotic Syndrome
1374,Barotrauma
1375,Dental Pulp Exposure
1376,Leukostasis
1377,"Muscular Dystrophy, Emery-Dreifuss"
1378,"Spasms, Infantile"
1379,"Hepatitis, Viral, Human"
1380,"Hepatitis, Chronic"
1381,Patellar Dislocation
1382,Leukoaraiosis
1383,"Sinus Arrest, Cardiac"
1384,Coffin-Lowry Syndrome
1385,Systemic Inflammatory Response Syndrome
1386,"Toxoplasmosis, Animal"
1387,"Tuberculoma, Intracranial"
1388,Bezoars
1389,Clostridium Infections
1390,Cataract
1391,Microvascular Angina
1392,Tracheal Neoplasms
1393,Iris Neoplasms
1394,Rheumatic Fever
1395,Hyperglycemia
1396,Mandibular Injuries
1397,"Hyperostosis, Diffuse Idiopathic Skeletal"
1398,Pleural Effusion
1399,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
1400,Zoster Sine Herpete
1401,Retinal Neoplasms
1402,Jervell-Lange Nielsen Syndrome
1403,High Pressure Neurological Syndrome
1404,Chagas Cardiomyopathy
1405,Cholelithiasis
1406,Blastomycosis
1407,Dracunculiasis
1408,Infant Nutrition Disorders
1409,Diabetic Retinopathy
1410,Leukocyte-Adhesion Deficiency Syndrome
1411,Meningitis
1412,Myositis
1413,Nut Hypersensitivity
1414,Sarcocystosis
1415,Tinea Capitis
1416,"Leukemia-Lymphoma, Adult T-Cell"
1417,Chylothorax
1418,Trichotillomania
1419,"Seizures, Febrile"
1420,Fibromyalgia
1421,"Papilloma, Inverted"
1422,Abdominal Abscess
1423,Eclampsia
1424,Rett Syndrome
1425,Parvoviridae Infections
1426,Prader-Willi Syndrome
1427,Erythrokeratodermia Variabilis
1428,Aortic Rupture
1429,"Malaria, Vivax"
1430,Anophthalmos
1431,Nasopharyngitis
1432,"Rhabdomyosarcoma, Alveolar"
1433,Corneal Endothelial Cell Loss
1434,Exanthema Subitum
1435,Platybasia
1436,"Sleep Apnea, Central"
1437,"Amnesia, Anterograde"
1438,Retinal Detachment
1439,Drug Hypersensitivity
1440,Histiocytosis
1441,Urinary Bladder Calculi
1442,Lymphangiectasis
1443,Vesicovaginal Fistula
1444,Femoral Neck Fractures
1445,Leriche Syndrome
1446,Tick Paralysis
1447,Mumps
1448,Pituitary Apoplexy
1449,"Amnesia, Retrograde"
1450,"Hypophosphatemia, Familial"
1451,"Arthritis, Experimental"
1452,Thyroglossal Cyst
1453,"Endocarditis, Bacterial"
1454,Ameloblastoma
1455,Subclavian Steal Syndrome
1456,Sprains and Strains
1457,Muscle Hypotonia
1458,Tourette Syndrome
1459,"Leishmaniasis, Mucocutaneous"
1460,Endometrial Neoplasms
1461,Radicular Cyst
1462,Swine Erysipelas
1463,Tuberous Sclerosis
1464,"Parkinson Disease, Postencephalitic"
1465,"Mastocytosis, Systemic"
1466,Sandhoff Disease
1467,Hepatoblastoma
1468,Sleep Arousal Disorders
1469,"Hyperparathyroidism, Primary"
1470,Paranoid Disorders
1471,"Angina, Unstable"
1472,"Carcinoma, Islet Cell"
1473,"Lymphangioma, Cystic"
1474,Urethral Obstruction
1475,Dentigerous Cyst
1476,Multiple Carboxylase Deficiency
1477,Tolosa-Hunt Syndrome
1478,Kidney Papillary Necrosis
1479,"Brain Hemorrhage, Traumatic"
1480,Hantavirus Pulmonary Syndrome
1481,Refractive Errors
1482,Meningoencephalitis
1483,"Adenoma, Bile Duct"
1484,Gerstmann-Straussler-Scheinker Disease
1485,"Ductus Arteriosus, Patent"
1486,"Tooth, Supernumerary"
1487,Transvestism
1488,Tooth Diseases
1489,Giant Cell Arteritis
1490,Alexander Disease
1491,Epidermolysis Bullosa
1492,Denys-Drash Syndrome
1493,Dental Fissures
1494,"Cystadenocarcinoma, Papillary"
1495,Insulin Coma
1496,Shwartzman Phenomenon
1497,Ileal Neoplasms
1498,Stomatitis
1499,"Mineralocorticoid Excess Syndrome, Apparent"
1500,Psoas Abscess
1501,Sepsis
1502,Facial Paralysis
1503,Mandibulofacial Dysostosis
1504,Protein-Losing Enteropathies
1505,Joint Diseases
1506,"Enteritis, Transmissible, of Turkeys"
1507,Stomach Rupture
1508,Autonomic Nervous System Diseases
1509,Earache
1510,Shaken Baby Syndrome
1511,Avian Leukosis
1512,"Tooth, Impacted"
1513,Sarcoma
1514,"Shock, Septic"
1515,Salmonella Infections
1516,"Carcinoma, Papillary, Follicular"
1517,Behcet Syndrome
1518,"Glomerulonephritis, Membranoproliferative"
1519,Carotid Artery Diseases
1520,Penile Induration
1521,Pinta
1522,HIV Enteropathy
1523,Avitaminosis
1524,Steatitis
1525,Visceral Prolapse
1526,Brenner Tumor
1527,Angiolymphoid Hyperplasia with Eosinophilia
1528,IgA Deficiency
1529,Melioidosis
1530,Brain Infarction
1531,Essential Tremor
1532,Fusobacterium Infections
1533,Sinus Pericranii
1534,Tooth Mobility
1535,Lactation Disorders
1536,"Chondromatosis, Synovial"
1537,Eyelid Diseases
1538,Myofibroma
1539,"Pregnancy, Prolonged"
1540,Felty's Syndrome
1541,SUNCT Syndrome
1542,Hemolysis
1543,Endometritis
1544,Pachyonychia Congenita
1545,Brain Neoplasms
1546,Scrub Typhus
1547,Neutropenia
1548,"Hernia, Inguinal"
1549,Blackwater Fever
1550,Distal Myopathies
1551,Iliac Aneurysm
1552,Burkholderia Infections
1553,"Dwarfism, Pituitary"
1554,"Paraparesis, Spastic"
1555,Thyroid Crisis
1556,"Sleep Disorders, Intrinsic"
1557,Eye Infections
1558,Epidermolysis Bullosa Acquisita
1559,Rheumatic Diseases
1560,"Foramen Ovale, Patent"
1561,Tooth Demineralization
1562,Arenaviridae Infections
1563,"Bites, Human"
1564,Hematocolpos
1565,Korsakoff Syndrome
1566,Neoplasm Metastasis
1567,"Xanthogranuloma, Juvenile"
1568,Trypanosomiasis
1569,Granuloma Inguinale
1570,Myelitis
1571,"Brain Diseases, Metabolic, Inborn"
1572,Puerperal Infection
1573,Nasal Obstruction
1574,"Epilepsy, Complex Partial"
1575,Malignant Atrophic Papulosis
1576,Paracoccidioidomycosis
1577,Cystocele
1578,"Genital Diseases, Female"
1579,Neurofibroma
1580,"Hyperkeratosis, Epidermolytic"
1581,"Mixed Tumor, Mesodermal"
1582,Pancoast Syndrome
1583,Azotemia
1584,Hyperargininemia
1585,"Carcinoma, Papillary"
1586,Sneddon Syndrome
1587,Keratitis
1588,"Lymphoma, Primary Cutaneous Anaplastic Large Cell"
1589,Malignant Hyperthermia
1590,Glycogen Storage Disease Type VII
1591,De Lange Syndrome
1592,Nuchal Cord
1593,Body Dysmorphic Disorders
1594,Sertoli Cell-Only Syndrome
1595,Preleukemia
1596,"Lymphoma, T-Cell, Peripheral"
1597,Necatoriasis
1598,"Neoplasms, Neuroepithelial"
1599,Primary Progressive Nonfluent Aphasia
1600,"Aphasia, Primary Progressive"
1601,Head and Neck Neoplasms
1602,Vascular Headaches
1603,Adamantinoma
1604,Depressive Disorder
1605,Sphenoid Sinusitis
1606,Angiolipoma
1607,Boutonneuse Fever
1608,Cyclothymic Disorder
1609,"Abnormalities, Radiation-Induced"
1610,Labyrinthitis
1611,Pulmonary Atresia
1612,Trematode Infections
1613,Primary Dysautonomias
1614,Sexual Infantilism
1615,"Lymphoma, Follicular"
1616,Severe Acute Respiratory Syndrome
1617,"Tuberculosis, Cardiovascular"
1618,Intracranial Thrombosis
1619,"Porphyria, Variegate"
1620,Scimitar Syndrome
1621,Hemoglobinuria
1622,Night Blindness
1623,Lymphatic Abnormalities
1624,Pelvic Inflammatory Disease
1625,Growth Disorders
1626,Flavivirus Infections
1627,Echinococcosis
1628,Embryo Loss
1629,Movement Disorders
1630,Chromosome Aberrations
1631,Gangrene
1632,DiGeorge Syndrome
1633,Filoviridae Infections
1634,"Leukemia, Eosinophilic, Acute"
1635,Perinephritis
1636,Acquired Immunodeficiency Syndrome
1637,"Bone Diseases, Endocrine"
1638,"Hepatitis, Viral, Animal"
1639,Prediabetic State
1640,Diabetic Coma
1641,Adiposis Dolorosa
1642,"Thrombocythemia, Essential"
1643,"Muscular Disorders, Atrophic"
1644,"Epilepsy, Generalized"
1645,Epididymitis
1646,Klebsiella Infections
1647,Poland Syndrome
1648,"Neoplasms, Fibroepithelial"
1649,Chronobiology Disorders
1650,Nephritis
1651,"Hypoxia-Ischemia, Brain"
1652,Cardiac Tamponade
1653,Diplopia
1654,Craniopharyngioma
1655,Shellfish Poisoning
1656,"Mercury Poisoning, Nervous System"
1657,Hyperhomocysteinemia
1658,Neuroendocrine Tumors
1659,"Ischemic Attack, Transient"
1660,Gerstmann Syndrome
1661,Balanitis
1662,Epidermodysplasia Verruciformis
1663,"Myasthenic Syndromes, Congenital"
1664,Cluster Headache
1665,"Lead Poisoning, Nervous System, Adult"
1666,"Sinus Thrombosis, Intracranial"
1667,Alcoholism
1668,Malformations of Cortical Development
1669,Necrolytic Migratory Erythema
1670,Anisometropia
1671,"Meningitis, Haemophilus"
1672,"Cholecystitis, Acute"
1673,Subdural Effusion
1674,"Hypersomnolence, Idiopathic"
1675,Blepharospasm
1676,Hip Dislocation
1677,Neuritis
1678,Spinal Stenosis
1679,"Diabetes Insipidus, Nephrogenic"
1680,Ureterolithiasis
1681,Accelerated Idioventricular Rhythm
1682,Measles
1683,"Aphakia, Postcataract"
1684,"Neoplasms, Squamous Cell"
1685,Peripheral Arterial Disease
1686,Shoulder Impingement Syndrome
1687,"Abortion, Missed"
1688,Marfan Syndrome
1689,Carcinoma
1690,Coronary Occlusion
1691,Joint Loose Bodies
1692,Loiasis
1693,Respiratory Tract Fistula
1694,Hydroa Vacciniforme
1695,"Lipid Metabolism, Inborn Errors"
1696,"Rupture, Spontaneous"
1697,Glaucoma
1698,"Neoplasms, Germ Cell and Embryonal"
1699,Rothmund-Thomson Syndrome
1700,"Diabetes, Gestational"
1701,"Lung Diseases, Fungal"
1702,Ectopia Lentis
1703,Phantom Limb
1704,Osteomalacia
1705,Pheochromocytoma
1706,Arthritis
1707,Menstruation Disturbances
1708,Abdominal Neoplasms
1709,Fasciitis
1710,Lordosis
1711,"Headache Disorders, Primary"
1712,Aphonia
1713,Beckwith-Wiedemann Syndrome
1714,"Carcinoma, Signet Ring Cell"
1715,Necrobiosis Lipoidica
1716,"Hearing Loss, Functional"
1717,"Mucinosis, Follicular"
1718,Paramyxoviridae Infections
1719,Molluscum Contagiosum
1720,Hypogonadism
1721,Hemangiosarcoma
1722,Actinomycetales Infections
1723,Periodontal Attachment Loss
1724,Child Nutrition Disorders
1725,"Ossification, Heterotopic"
1726,Asbestosis
1727,Coronary Artery Disease
1728,Rheumatic Nodule
1729,Thrombasthenia
1730,Leg Length Inequality
1731,"Lymphoma, Large-Cell, Immunoblastic"
1732,"Schizophrenia, Disorganized"
1733,"Obesity, Morbid"
1734,"Pregnancy Complications, Neoplastic"
1735,"Respiratory Distress Syndrome, Newborn"
1736,"Plagiocephaly, Nonsynostotic"
1737,Acute-Phase Reaction
1738,Phobic Disorders
1739,"Hypertension, Pulmonary"
1740,Foot Ulcer
1741,Foodborne Diseases
1742,Lown-Ganong-Levine Syndrome
1743,Pseudomyxoma Peritonei
1744,Gingival Diseases
1745,Sertoli-Leydig Cell Tumor
1746,Multiple System Atrophy
1747,Lemierre Syndrome
1748,Peritonsillar Abscess
1749,Multiple Personality Disorder
1750,Dengue Hemorrhagic Fever
1751,Sciatica
1752,von Willebrand Diseases
1753,Endocarditis
1754,Kidney Neoplasms
1755,Hyperventilation
1756,"Leprosy, Tuberculoid"
1757,"Lymphoma, B-Cell, Marginal Zone"
1758,Dermatofibrosarcoma
1759,Retinal Perforations
1760,Spinocerebellar Ataxias
1761,"Pneumonia of Swine, Mycoplasmal"
1762,Surgical Wound Infection
1763,"Affective Disorders, Psychotic"
1764,Isaacs Syndrome
1765,Protozoan Infections
1766,Folliculitis
1767,Respiratory Paralysis
1768,Blue Toe Syndrome
1769,"Esophageal Spasm, Diffuse"
1770,Immune Complex Diseases
1771,Panophthalmitis
1772,"Typhus, Endemic Flea-Borne"
1773,Near Drowning
1774,Classical Lissencephalies and Subcortical Band Heterotopias
1775,Intracranial Arteriovenous Malformations
1776,Hemorrhoids
1777,Testicular Diseases
1778,"Drug-Induced Liver Injury, Chronic"
1779,Hydropneumothorax
1780,"Lymphoma, Extranodal NK-T-Cell"
1781,Acinetobacter Infections
1782,Pseudarthrosis
1783,"Adenoma, Chromophobe"
1784,Cowpox
1785,"Lymphoma, Mantle-Cell"
1786,Periostitis
1787,Trigeminal Autonomic Cephalalgias
1788,"Onchocerciasis, Ocular"
1789,Carbon Tetrachloride Poisoning
1790,Turner Syndrome
1791,Ulna Fractures
1792,Biliary Atresia
1793,Bronchiectasis
1794,Gray Platelet Syndrome
1795,Tibial Neuropathy
1796,Parkinsonian Disorders
1797,Jejunal Neoplasms
1798,"Cystitis, Interstitial"
1799,Epiglottitis
1800,"Arrhythmia, Sinus"
1801,Fibroma
1802,Heat Exhaustion
1803,Lymphadenitis
1804,"Neoplasms, Complex and Mixed"
1805,Photosensitivity Disorders
1806,"Lymphoma, T-Cell"
1807,Leukemia L1210
1808,Abducens Nerve Injury
1809,"Skin Diseases, Papulosquamous"
1810,Wolfram Syndrome
1811,Apnea
1812,"Arrhythmias, Cardiac"
1813,"Malocclusion, Angle Class I"
1814,Zollinger-Ellison Syndrome
1815,Bartter Syndrome
1816,Ankle Injuries
1817,Decerebrate State
1818,Hemothorax
1819,Asphyxia Neonatorum
1820,Asthma
1821,AIDS Dementia Complex
1822,Inappropriate ADH Syndrome
1823,Sex Chromosome Aberrations
1824,"Sarcoma, Myeloid"
1825,"Glaucoma, Neovascular"
1826,"Infertility, Male"
1827,Treponemal Infections
1828,"Pregnancy, Ectopic"
1829,Dysphonia
1830,Uveomeningoencephalitic Syndrome
1831,Aniridia
1832,Neurothekeoma
1833,Postpartum Hemorrhage
1834,Colloid Cysts
1835,Palatal Neoplasms
1836,"von Willebrand Disease, Type 2"
1837,"Empyema, Pleural"
1838,Hyperparathyroidism
1839,"Chondrodysplasia Punctata, Rhizomelic"
1840,Adrenal Insufficiency
1841,"Panniculitis, Peritoneal"
1842,Infectious Bovine Rhinotracheitis
1843,Rare Diseases
1844,"Anemia, Pernicious"
1845,Eye Manifestations
1846,Nail Diseases
1847,Thoracic Injuries
1848,Anodontia
1849,"Tachycardia, Sinus"
1850,Urinary Bladder Neck Obstruction
1851,Mutism
1852,Acneiform Eruptions
1853,Cranial Nerve Neoplasms
1854,"Carcinoma, Giant Cell"
1855,Paresthesia
1856,Tooth Migration
1857,Hypolipoproteinemias
1858,Dysostoses
1859,Postoperative Complications
1860,Spinal Fractures
1861,Metatarsalgia
1862,Retinal Degeneration
1863,Roseolovirus Infections
1864,Isochromosomes
1865,Morning Sickness
1866,Glomus Jugulare Tumor
1867,Osteitis
1868,Epidermolysis Bullosa Dystrophica
1869,Retrobulbar Hemorrhage
1870,Tenosynovitis
1871,Noma
1872,Polymyositis
1873,Myxosarcoma
1874,Osteochondrodysplasias
1875,Thecoma
1876,Hyperthyroidism
1877,Optic Nerve Diseases
1878,Bronchopneumonia
1879,Calcinosis
1880,"Sarcoma, Avian"
1881,Tetrasomy
1882,Coronary Restenosis
1883,"Neoplasms, Gonadal Tissue"
1884,Muscle Cramp
1885,Dyspareunia
1886,Mucoepidermoid Tumor
1887,Gambling
1888,Typhoid Fever
1889,Urticaria
1890,Heart Block
1891,"Leukemia, Mast-Cell"
1892,"Cardiomyopathy, Alcoholic"
1893,Obesity
1894,Central Nervous System Viral Diseases
1895,"Skin Diseases, Eczematous"
1896,"Hemangioma, Cavernous, Central Nervous System"
1897,Tooth Discoloration
1898,"Cholestasis, Extrahepatic"
1899,Werner Syndrome
1900,Anterior Spinal Artery Syndrome
1901,Byssinosis
1902,"Pyruvate Metabolism, Inborn Errors"
1903,Lymphocele
1904,"Eye Diseases, Hereditary"
1905,Pain
1906,Polycystic Ovary Syndrome
1907,Acid-Base Imbalance
1908,"Arthritis, Psoriatic"
1909,Jaundice
1910,Asperger Syndrome
1911,Fructose Intolerance
1912,Attention Deficit and Disruptive Behavior Disorders
1913,"Jaundice, Chronic Idiopathic"
1914,Schistosomiasis japonica
1915,Eye Foreign Bodies
1916,Acalculous Cholecystitis
1917,"Metal Metabolism, Inborn Errors"
1918,Incontinentia Pigmenti
1919,Thyrotoxicosis
